,job,marital,education,default,housing,loan,contact,day,month,pdays,poutcome,balance_capped,campaign_capped,age_capped,previous_winsorized,housing_loan,Week,previous_contacted,season,duration,Hasil Prediksi
72094,0,1,1,0,,0,1,25.0,7,-1.0,1,351.0,3.0,36.0,0.0,0,3,0,2,88.0,0
33233,2,2,2,0,1,0,1,19.0,10,120.0,0,964.0,1.0,32.0,2.0,0,2,1,3,130.0,0
4555,11,2,2,0,0,0,1,4.0,1,-1.0,1,185.0,1.0,59.0,0.0,0,0,0,0,283.0,0
31119,0,1,2,0,1,0,1,16.0,3,321.0,2,828.0,3.0,29.0,3.0,0,2,1,1,215.0,0
55557,1,2,1,0,0,0,1,5.0,3,-1.0,1,344.0,1.0,43.0,0.0,0,0,0,1,179.0,1
65680,5,2,2,0,0,0,1,7.0,8,93.0,3,2547.0,1.0,53.0,4.0,0,0,1,3,267.0,1
40292,3,2,1,0,1,0,1,20.0,3,347.0,0,504.0,2.0,37.0,2.0,0,2,1,1,87.0,0
53953,8,2,1,0,1,0,1,20.0,3,-1.0,1,1646.0,2.0,68.0,0.0,0,2,0,1,60.0,1
23681,5,2,1,0,0,0,1,30.0,6,-1.0,1,2682.0,6.0,43.0,0.0,0,3,0,2,103.0,0
23096,3,2,1,0,1,0,0,6.0,5,-1.0,1,685.0,1.0,37.0,0.0,0,0,0,2,968.0,1
75446,1,2,2,,,0,,26.0,,-1.0,1,1172.0,1.0,45.0,0.0,0,3,0,0,165.0,0
58927,10,1,2,0,1,0,1,10.0,9,109.0,0,1306.0,2.0,35.0,3.0,0,1,1,3,348.0,1
12344,3,1,1,0,0,0,1,24.0,6,-1.0,1,674.0,2.0,25.0,0.0,0,3,0,2,736.0,1
30343,8,0,0,0,1,0,1,16.0,3,345.0,0,471.0,1.0,40.0,2.0,0,2,1,1,1156.0,1
22410,1,1,2,0,1,1,1,27.0,1,-1.0,1,1275.0,1.0,29.0,0.0,1,3,0,0,45.0,0
31200,10,2,1,0,0,0,1,30.0,0,-1.0,1,636.0,1.0,51.0,0.0,0,3,0,0,321.0,0
16009,10,1,0,0,1,0,1,9.0,1,-1.0,1,2249.0,5.0,45.0,0.0,0,1,0,0,247.0,0
53444,1,2,1,0,1,0,1,5.0,9,-1.0,1,4043.0,1.0,59.0,0.0,0,0,0,3,171.0,1
23305,1,1,2,0,0,0,1,3.0,5,-1.0,1,362.0,2.0,25.0,0.0,0,0,0,2,617.0,1
11777,1,1,2,0,0,0,1,21.0,10,-1.0,1,339.0,6.0,36.0,0.0,0,2,0,3,6.0,0
30448,6,2,0,0,1,1,0,2.0,5,-1.0,1,-156.0,5.0,61.0,0.0,1,0,0,2,283.0,0
24651,10,1,1,0,0,0,1,31.0,6,-1.0,1,714.0,4.0,42.0,0.0,0,,0,2,145.0,0
50679,0,1,1,0,1,0,1,18.0,4,356.0,0,356.0,2.0,23.0,2.0,0,2,1,1,224.0,0
8854,0,2,2,0,1,0,1,21.0,6,-1.0,1,647.0,4.0,55.0,0.0,0,2,0,2,150.0,0
18923,1,2,2,0,0,1,1,15.0,6,-1.0,1,25.0,3.0,52.0,0.0,0,2,0,2,170.0,0
69631,5,2,1,0,0,0,,9.0,3,-1.0,1,0.0,2.0,39.0,0.0,0,1,0,1,106.0,0
45933,8,0,1,0,1,1,1,7.0,4,357.0,0,72.0,1.0,56.0,4.0,1,0,1,1,263.0,0
7260,3,2,1,0,0,0,1,23.0,6,-1.0,1,74.0,2.0,35.0,0.0,0,3,0,2,248.0,0
73831,5,2,1,,0,1,,17.0,,-1.0,1,306.0,2.0,48.0,0.0,0,2,0,0,314.0,0
2957,10,0,2,0,1,0,1,17.0,10,-1.0,1,-198.0,1.0,41.0,0.0,0,2,0,3,165.0,0
6800,1,2,2,0,0,0,1,21.0,10,-1.0,1,736.0,6.0,44.0,0.0,0,2,0,3,71.0,0
13786,3,0,1,0,1,0,0,16.0,5,-1.0,1,638.0,2.0,36.0,0.0,0,2,0,2,1395.0,1
40610,1,2,2,0,0,0,1,26.0,4,-1.0,1,47.0,1.0,34.0,0.0,0,3,0,1,244.0,0
4416,3,1,1,0,1,0,0,15.0,4,-1.0,1,874.0,5.0,29.0,0.0,0,2,0,1,68.0,0
9024,1,2,2,0,0,0,0,28.0,4,-1.0,1,655.0,3.0,37.0,0.0,0,3,0,1,244.0,0
66710,1,1,2,0,0,0,1,17.0,7,191.0,2,1692.0,1.0,28.0,2.0,0,2,1,2,877.0,1
53673,1,2,1,0,0,0,1,19.0,6,-1.0,1,597.0,1.0,37.0,0.0,0,2,0,2,133.0,1
65799,8,2,2,0,1,0,1,12.0,8,82.0,0,3876.0,3.0,60.0,0.0,0,1,1,3,585.0,1
72383,2,1,2,0,1,0,1,,,-1.0,1,527.0,6.0,30.0,0.0,0,,0,0,1602.0,1
26600,11,2,2,0,1,1,1,31.0,7,-1.0,1,99.0,1.0,49.0,0.0,1,,0,2,83.0,0
58109,5,1,1,0,1,0,1,16.0,4,-1.0,1,704.0,2.0,47.0,0.0,0,2,0,1,1245.0,1
63758,5,1,1,0,1,0,1,14.0,4,343.0,2,431.0,1.0,39.0,1.0,0,1,1,1,703.0,1
23756,3,2,1,0,1,0,0,14.0,4,-1.0,1,4043.0,1.0,51.0,0.0,0,1,0,1,927.0,1
28748,0,2,1,0,0,0,1,21.0,7,-1.0,1,253.0,5.0,43.0,0.0,0,2,0,2,111.0,0
34427,1,2,2,0,1,0,1,20.0,10,-1.0,1,3651.0,3.0,32.0,0.0,0,2,0,3,142.0,0
45223,0,0,1,0,1,0,1,6.0,4,364.0,0,141.0,1.0,37.0,3.0,0,0,1,1,848.0,1
31289,1,0,2,0,1,0,0,18.0,9,-1.0,1,199.0,1.0,37.0,0.0,0,2,0,3,50.0,0
25722,3,2,1,0,1,1,1,8.0,7,-1.0,1,827.0,2.0,45.0,0.0,1,1,0,2,201.0,0
8244,1,2,0,0,0,0,0,5.0,5,-1.0,1,0.0,2.0,56.0,0.0,0,0,0,2,153.0,0
57239,1,1,1,0,1,0,0,5.0,9,-1.0,1,248.0,1.0,41.0,0.0,0,0,0,3,387.0,1
2307,5,0,1,0,0,0,0,9.0,4,-1.0,1,0.0,1.0,29.0,0.0,0,1,0,1,393.0,0
61809,8,2,1,0,0,0,1,6.0,5,-1.0,1,697.0,1.0,58.0,0.0,0,0,0,2,256.0,1
1783,0,2,1,0,1,0,1,19.0,10,92.0,0,3494.0,1.0,39.0,4.0,0,2,1,3,139.0,0
4894,0,2,2,0,0,0,1,28.0,7,-1.0,1,0.0,6.0,52.0,0.0,0,3,0,2,84.0,0
64474,1,2,2,0,1,0,1,4.0,7,93.0,3,1641.0,1.0,42.0,4.0,0,0,1,2,159.0,1
14159,1,0,0,0,0,0,0,9.0,5,-1.0,1,4043.0,3.0,56.0,0.0,0,1,0,2,164.0,0
52745,1,2,2,0,1,0,1,13.0,7,-1.0,1,399.0,5.0,36.0,0.0,0,1,0,2,779.0,1
12186,3,2,0,0,0,0,0,5.0,5,-1.0,1,2093.0,2.0,46.0,0.0,0,0,0,2,128.0,0
46215,5,2,3,0,1,0,1,7.0,4,-1.0,1,516.0,6.0,32.0,0.0,0,0,0,1,20.0,0
58845,6,2,2,0,1,0,1,20.0,5,-1.0,1,527.0,3.0,46.0,0.0,0,2,0,2,1119.0,1
40388,7,1,2,0,0,0,1,31.0,6,-1.0,1,4043.0,6.0,40.0,0.0,0,,0,2,1461.0,0
8057,3,2,0,0,1,0,0,2.0,5,-1.0,1,147.0,3.0,34.0,0.0,0,0,0,2,80.0,0
49101,8,2,1,0,1,0,1,10.0,3,182.0,3,1850.0,1.0,58.0,1.0,0,1,1,1,236.0,1
9505,1,1,2,0,0,0,1,22.0,7,-1.0,1,1308.0,3.0,31.0,0.0,0,3,0,2,323.0,0
54978,3,2,1,0,1,0,1,27.0,4,-1.0,1,294.0,1.0,27.0,0.0,0,3,0,1,693.0,1
12117,5,2,0,0,1,0,0,2.0,5,-1.0,1,68.0,2.0,47.0,0.0,0,0,0,2,754.0,0
7837,1,0,2,0,0,0,1,5.0,3,-1.0,1,224.0,1.0,39.0,0.0,0,0,0,1,208.0,0
53219,0,2,1,0,1,0,1,8.0,10,20.0,1,2547.0,1.0,37.0,0.0,0,1,1,3,103.0,1
29960,1,1,1,0,0,0,1,26.0,7,-1.0,1,19.0,2.0,30.0,0.0,0,3,0,2,191.0,0
3814,3,2,0,0,1,0,0,29.0,4,-1.0,1,84.0,1.0,50.0,0.0,0,3,0,1,179.0,0
68862,3,2,1,0,1,0,1,15.0,4,-1.0,1,488.0,2.0,38.0,0.0,0,2,0,1,596.0,1
40853,10,1,1,0,0,0,1,17.0,6,-1.0,1,145.0,1.0,35.0,0.0,0,2,0,2,354.0,0
22881,1,2,1,0,1,0,0,21.0,4,-1.0,1,56.0,1.0,33.0,0.0,0,2,0,1,255.0,0
3915,3,2,1,0,1,0,0,16.0,4,-1.0,1,0.0,2.0,40.0,0.0,0,2,0,1,167.0,0
48708,0,2,1,0,1,0,1,7.0,0,-1.0,1,4043.0,1.0,54.0,0.0,0,0,0,0,872.0,1
59231,11,2,2,0,0,0,1,22.0,6,4.0,1,483.0,1.0,29.0,0.0,0,3,1,2,114.0,1
29314,5,0,1,0,1,0,0,6.0,5,-1.0,1,295.0,2.0,47.0,0.0,0,0,0,2,94.0,0
20387,0,2,1,0,0,0,1,10.0,6,-1.0,1,4.0,5.0,50.0,0.0,0,1,0,2,200.0,0
42162,8,0,1,0,1,0,1,16.0,3,-1.0,1,2140.0,1.0,39.0,0.0,0,2,0,1,539.0,0
15982,3,1,0,0,1,0,1,15.0,4,346.0,0,4043.0,1.0,23.0,1.0,0,2,1,1,169.0,0
42269,1,2,1,0,0,0,1,21.0,3,-1.0,1,0.0,1.0,27.0,0.0,0,2,0,1,163.0,1
308,1,2,2,0,1,1,0,4.0,6,-1.0,1,59.0,1.0,36.0,0.0,1,0,0,2,100.0,0
52164,10,2,2,0,1,0,1,26.0,6,41.0,1,4043.0,5.0,38.0,0.0,0,3,1,2,1385.0,1
45391,0,2,1,0,0,0,1,7.0,5,99.0,3,1632.0,1.0,53.0,4.0,0,0,1,2,106.0,1
68743,1,1,1,0,0,0,1,14.0,5,188.0,2,584.0,2.0,26.0,1.0,0,1,1,2,371.0,1
850,1,2,2,0,1,1,1,22.0,6,-1.0,1,149.0,1.0,33.0,0.0,1,3,0,2,153.0,0
46105,11,1,2,0,1,0,1,7.0,4,345.0,0,270.0,2.0,28.0,2.0,0,0,1,1,49.0,0
862,3,1,3,0,1,0,0,14.0,4,-1.0,1,-101.0,1.0,44.0,0.0,0,1,0,1,143.0,0
41611,10,1,1,0,0,0,0,25.0,1,209.0,2,948.0,1.0,34.0,2.0,0,3,1,0,172.0,1
70321,5,0,1,,1,1,1,20.0,,-1.0,1,-43.0,1.0,,0.0,1,2,0,0,206.0,0
72696,7,1,1,0,0,0,,1.0,,-1.0,,65.0,1.0,32.0,0.0,0,0,0,0,261.0,0
19933,3,2,1,0,1,0,1,9.0,1,-1.0,1,556.0,6.0,27.0,0.0,0,1,0,0,11.0,0
20260,0,2,1,0,1,0,1,21.0,6,-1.0,1,4043.0,4.0,34.0,0.0,0,2,0,2,190.0,0
29267,0,2,1,0,1,0,0,20.0,5,-1.0,1,1409.0,6.0,38.0,0.0,0,2,0,2,9.0,0
30155,3,2,1,0,1,0,0,26.0,4,-1.0,1,941.0,2.0,33.0,0.0,0,3,0,1,218.0,0
61810,0,2,2,1,0,0,1,20.0,10,-1.0,1,-464.0,1.0,52.0,0.0,0,2,0,3,495.0,0
74098,11,0,2,0,1,0,,,10,-1.0,1,1357.0,3.0,51.0,0.0,0,,0,3,233.0,0
50632,5,1,2,0,1,0,1,13.0,3,100.0,2,756.0,1.0,31.0,4.0,0,1,1,1,126.0,1
42239,3,1,1,0,0,0,1,19.0,7,93.0,3,304.0,1.0,26.0,1.0,0,2,1,2,244.0,1
45228,1,2,1,0,0,0,1,9.0,9,-1.0,1,2149.0,2.0,34.0,0.0,0,1,0,3,559.0,1
14823,9,1,3,0,0,0,1,3.0,6,-1.0,1,47.0,3.0,22.0,0.0,0,0,0,2,69.0,0
18215,1,1,1,0,1,0,1,13.0,4,176.0,0,416.0,1.0,32.0,2.0,0,1,1,1,290.0,0
30240,1,2,2,0,1,0,1,27.0,7,-1.0,1,-84.0,6.0,44.0,0.0,0,3,0,2,159.0,0
64771,3,1,0,0,0,0,1,10.0,10,-1.0,1,165.0,1.0,33.0,0.0,0,1,0,3,184.0,1
677,3,2,0,0,1,0,0,6.0,4,-1.0,1,1297.0,2.0,45.0,0.0,0,0,0,1,233.0,0
58818,0,1,1,0,1,0,1,2.0,3,196.0,0,255.0,1.0,36.0,4.0,0,0,1,1,313.0,0
48321,1,1,1,0,0,0,1,19.0,7,-1.0,1,1755.0,1.0,35.0,0.0,0,2,0,2,195.0,1
19790,1,2,1,0,1,0,1,17.0,6,-1.0,1,94.0,1.0,33.0,0.0,0,2,0,2,62.0,0
9484,3,2,1,0,1,0,0,29.0,4,-1.0,1,439.0,2.0,36.0,0.0,0,3,0,1,179.0,0
2663,1,2,0,0,1,0,1,7.0,6,-1.0,1,312.0,2.0,46.0,0.0,0,0,0,2,113.0,0
46669,3,2,2,0,1,0,0,28.0,4,-1.0,1,418.0,1.0,28.0,0.0,0,3,0,1,1197.0,1
35232,6,2,1,0,0,0,1,27.0,9,-1.0,1,1624.0,2.0,65.0,0.0,0,3,0,3,189.0,1
18008,2,2,1,0,0,1,1,14.0,6,-1.0,1,2436.0,3.0,35.0,0.0,0,1,0,2,1397.0,1
35762,9,1,1,0,1,0,1,21.0,10,-1.0,1,1934.0,2.0,41.0,0.0,0,2,0,3,162.0,0
21530,1,2,1,0,0,0,1,8.0,4,343.0,2,1098.0,3.0,46.0,3.0,0,1,1,1,99.0,0
54994,6,2,1,0,1,0,1,6.0,3,-1.0,1,1181.0,1.0,36.0,0.0,0,0,0,1,1064.0,1
50697,8,2,0,0,1,0,0,23.0,5,219.0,2,4043.0,1.0,62.0,1.0,0,3,1,2,419.0,1
42237,1,1,1,0,0,0,1,12.0,7,-1.0,1,917.0,1.0,27.0,0.0,0,1,0,2,526.0,1
63802,0,2,1,0,1,0,1,29.0,4,-1.0,1,403.0,1.0,35.0,0.0,0,3,0,1,539.0,1
59666,1,2,1,0,1,0,1,18.0,7,-1.0,1,976.0,1.0,42.0,0.0,0,2,0,2,164.0,1
33700,7,2,0,0,0,0,1,5.0,7,-1.0,1,100.0,1.0,59.0,0.0,0,0,0,2,1134.0,1
64714,1,2,1,0,0,0,1,4.0,5,-1.0,1,260.0,1.0,41.0,0.0,0,0,0,2,340.0,1
54052,1,2,1,0,1,0,1,10.0,4,-1.0,1,1610.0,1.0,52.0,0.0,0,1,0,1,788.0,1
41502,3,2,1,0,1,0,0,16.0,5,-1.0,1,1622.0,6.0,41.0,0.0,0,2,0,2,1305.0,1
71614,10,2,1,0,0,0,1,30.0,0,-1.0,1,596.0,2.0,29.0,0.0,0,3,0,0,510.0,0
6260,5,1,1,0,0,0,1,9.0,1,-1.0,1,255.0,1.0,26.0,0.0,0,1,0,0,190.0,1
41883,8,2,2,0,1,0,1,30.0,1,-1.0,1,4043.0,1.0,34.0,0.0,0,3,0,0,336.0,1
55809,6,2,2,0,1,0,1,10.0,6,181.0,0,7.0,1.0,29.0,4.0,0,1,1,2,581.0,1
29925,6,2,0,0,0,1,0,15.0,4,-1.0,1,471.0,2.0,43.0,0.0,0,2,0,1,114.0,0
26533,1,1,2,0,1,0,1,28.0,0,-1.0,1,574.0,1.0,38.0,0.0,0,3,0,0,62.0,0
63943,2,2,2,0,0,0,0,19.0,5,-1.0,1,2149.0,2.0,58.0,0.0,0,2,0,2,898.0,1
26621,0,2,1,0,0,0,2,9.0,10,-1.0,1,1234.0,1.0,33.0,0.0,0,1,0,3,61.0,0
70546,10,1,1,0,0,0,1,,6,-1.0,,,2.0,,0.0,0,,0,2,393.0,1
55308,6,1,2,0,0,0,1,12.0,0,92.0,0,0.0,1.0,66.0,2.0,0,1,1,0,105.0,0
7021,10,2,1,0,0,0,1,5.0,1,-1.0,1,-307.0,1.0,52.0,0.0,0,0,0,0,272.0,0
5268,5,2,1,0,1,0,1,10.0,6,-1.0,1,0.0,1.0,33.0,0.0,0,1,0,2,181.0,0
1224,3,2,1,0,1,0,0,4.0,5,-1.0,1,6.0,6.0,37.0,0.0,0,0,0,2,174.0,0
62626,5,2,1,0,1,0,1,9.0,4,-1.0,1,0.0,1.0,28.0,0.0,0,1,0,1,837.0,1
33125,1,2,2,0,1,0,1,18.0,10,-1.0,1,11.0,2.0,40.0,0.0,0,2,0,3,65.0,0
70914,5,0,1,0,1,1,1,11.0,4,353.0,0,875.0,3.0,46.0,2.0,1,1,1,1,269.0,0
18958,0,1,2,0,0,0,1,28.0,7,-1.0,1,436.0,6.0,33.0,0.0,0,3,0,2,258.0,0
32727,3,2,0,0,1,0,0,12.0,4,-1.0,1,633.0,6.0,46.0,0.0,0,1,0,1,236.0,0
25595,0,2,2,0,0,0,1,1.0,5,192.0,0,202.0,1.0,36.0,1.0,0,0,1,2,206.0,0
29720,5,2,1,0,0,1,1,19.0,10,133.0,0,167.0,1.0,50.0,1.0,0,2,1,3,47.0,0
68186,0,2,1,0,0,0,1,29.0,3,259.0,0,0.0,1.0,45.0,2.0,0,3,1,1,200.0,1
29251,9,1,1,0,1,0,1,18.0,4,354.0,2,234.0,5.0,23.0,4.0,0,2,1,1,33.0,0
21231,1,2,2,0,1,0,2,14.0,10,-1.0,1,4043.0,1.0,58.0,0.0,0,1,0,3,160.0,1
45145,11,2,1,0,1,0,1,14.0,7,183.0,2,829.0,2.0,44.0,4.0,0,1,1,2,804.0,1
68414,5,1,2,0,0,0,1,13.0,5,19.0,0,2371.0,1.0,34.0,1.0,0,1,1,2,117.0,1
56543,0,1,1,0,0,0,1,29.0,3,-1.0,1,631.0,6.0,28.0,0.0,0,3,0,1,835.0,1
53461,11,0,1,0,1,0,1,20.0,7,-1.0,1,0.0,1.0,62.0,0.0,0,2,0,2,158.0,1
5817,0,0,1,0,1,0,0,28.0,4,-1.0,1,-478.0,1.0,38.0,0.0,0,3,0,1,154.0,0
9437,0,2,1,0,1,0,1,30.0,0,2.0,2,198.0,1.0,46.0,4.0,0,3,1,0,153.0,0
14264,5,2,1,0,0,0,1,14.0,7,-1.0,1,697.0,4.0,50.0,0.0,0,1,0,2,118.0,0
40172,5,1,2,0,0,0,0,17.0,5,-1.0,1,1568.0,2.0,36.0,0.0,0,2,0,2,433.0,0
46607,5,1,1,0,1,0,1,8.0,4,66.0,2,0.0,1.0,26.0,3.0,0,1,1,1,339.0,1
4495,3,2,0,0,1,0,0,9.0,4,-1.0,1,767.0,3.0,33.0,0.0,0,1,0,1,296.0,0
15039,3,2,1,0,1,1,1,6.0,3,335.0,0,270.0,2.0,35.0,1.0,1,0,1,1,332.0,0
3631,1,2,2,0,1,0,1,16.0,6,-1.0,1,-273.0,3.0,35.0,0.0,0,2,0,2,344.0,0
8084,0,2,2,0,0,0,2,20.0,9,-1.0,1,239.0,1.0,30.0,0.0,0,2,0,3,73.0,0
31339,0,2,1,0,1,0,1,9.0,6,-1.0,1,381.0,1.0,44.0,0.0,0,1,0,2,92.0,0
48776,1,2,1,0,1,0,1,21.0,7,408.0,2,1975.0,1.0,54.0,2.0,0,2,1,2,211.0,1
59171,0,1,1,0,1,0,1,23.0,7,390.0,0,2606.0,1.0,41.0,3.0,0,3,1,2,294.0,1
12931,5,2,1,0,0,1,0,9.0,5,-1.0,1,533.0,1.0,47.0,0.0,0,1,0,2,128.0,0
11645,1,0,2,0,1,0,0,4.0,5,-1.0,1,160.0,6.0,35.0,0.0,0,0,0,2,141.0,0
11468,1,2,2,0,0,0,0,21.0,4,-1.0,1,3696.0,3.0,32.0,0.0,0,2,0,1,315.0,0
3619,8,2,1,0,1,0,1,9.0,1,-1.0,1,183.0,6.0,32.0,0.0,0,1,0,0,17.0,0
65508,8,2,2,0,1,0,1,18.0,7,27.0,1,1763.0,4.0,62.0,0.0,0,2,1,2,844.0,1
48822,8,2,1,0,1,1,1,14.0,4,-1.0,1,3988.0,1.0,36.0,0.0,1,1,0,1,141.0,0
9710,5,0,1,0,1,0,0,16.0,5,-1.0,1,952.0,1.0,39.0,0.0,0,2,0,2,62.0,0
28308,3,1,1,0,1,0,0,9.0,4,-1.0,1,82.0,1.0,26.0,0.0,0,1,0,1,654.0,0
49467,3,2,1,0,1,0,1,26.0,3,-1.0,1,3166.0,1.0,41.0,0.0,0,3,0,1,2644.0,1
35716,0,2,1,0,1,0,1,21.0,10,-1.0,1,40.0,1.0,40.0,0.0,0,2,0,3,73.0,0
47784,5,2,2,0,1,0,0,18.0,4,-1.0,1,313.0,2.0,52.0,0.0,0,2,0,1,924.0,1
10434,0,1,1,0,1,0,0,30.0,4,-1.0,1,2544.0,3.0,37.0,0.0,0,3,0,1,120.0,0
52302,0,2,0,0,1,0,1,10.0,10,-1.0,1,2099.0,3.0,45.0,0.0,0,1,0,3,414.0,1
67511,0,2,1,0,0,0,1,18.0,5,-1.0,1,873.0,3.0,46.0,0.0,0,2,0,2,818.0,1
60,10,1,2,0,0,0,1,2.0,1,-1.0,1,617.0,2.0,33.0,0.0,0,0,0,0,620.0,0
51748,11,1,2,0,0,0,1,2.0,5,-1.0,1,90.0,1.0,34.0,0.0,0,0,0,2,84.0,0
17709,10,2,0,0,0,0,0,9.0,6,-1.0,1,3884.0,6.0,58.0,0.0,0,1,0,2,399.0,0
19282,1,2,2,0,0,0,1,12.0,7,-1.0,1,646.0,2.0,30.0,0.0,0,1,0,2,99.0,0
58442,1,2,1,0,1,0,1,26.0,1,-1.0,1,823.0,1.0,50.0,0.0,0,3,0,0,1250.0,1
45853,1,2,1,0,1,0,1,4.0,6,427.0,0,181.0,1.0,32.0,3.0,0,0,1,2,561.0,1
54176,2,1,1,0,0,0,1,18.0,10,-1.0,1,3416.0,1.0,53.0,0.0,0,2,0,3,117.0,0
21661,10,1,2,0,1,0,1,2.0,1,96.0,0,685.0,1.0,33.0,2.0,0,0,1,0,105.0,0
29449,1,2,1,0,1,0,1,7.0,4,338.0,0,21.0,1.0,46.0,2.0,0,0,1,1,124.0,0
26114,1,0,2,0,1,0,1,8.0,7,-1.0,1,581.0,2.0,60.0,0.0,0,1,0,2,89.0,0
53264,3,2,2,0,1,0,1,13.0,4,-1.0,1,861.0,1.0,40.0,0.0,0,1,0,1,976.0,1
61699,7,2,1,0,0,0,1,23.0,5,95.0,0,109.0,2.0,36.0,4.0,0,3,1,2,157.0,1
62652,11,1,2,0,1,0,1,17.0,6,100.0,2,1045.0,2.0,36.0,2.0,0,2,1,2,129.0,1
21168,3,2,0,0,1,0,1,6.0,4,-1.0,1,0.0,1.0,44.0,0.0,0,0,0,1,17.0,0
64186,0,2,1,0,0,0,1,9.0,7,373.0,0,463.0,1.0,42.0,1.0,0,1,1,2,352.0,1
38372,3,2,1,0,1,0,0,14.0,4,-1.0,1,4043.0,6.0,37.0,0.0,0,1,0,1,456.0,0
18023,2,2,1,0,0,0,1,18.0,5,-1.0,1,4043.0,3.0,57.0,0.0,0,2,0,2,88.0,0
22904,0,2,1,0,1,0,1,7.0,4,294.0,3,348.0,2.0,33.0,1.0,0,0,1,1,263.0,0
33819,2,2,2,0,1,0,1,18.0,4,180.0,0,964.0,1.0,33.0,3.0,0,2,1,1,97.0,0
31297,0,2,1,0,1,0,0,19.0,9,-1.0,1,4043.0,1.0,52.0,0.0,0,2,0,3,133.0,1
41946,2,1,2,0,1,0,1,12.0,7,-1.0,1,41.0,1.0,45.0,0.0,0,1,0,2,225.0,1
7241,1,2,1,0,1,0,0,2.0,5,-1.0,1,0.0,4.0,29.0,0.0,0,0,0,2,85.0,0
11697,3,2,1,0,1,0,0,4.0,5,-1.0,1,2957.0,2.0,54.0,0.0,0,0,0,2,392.0,0
60466,1,2,1,0,0,0,1,22.0,5,395.0,3,573.0,1.0,48.0,1.0,0,3,1,2,452.0,1
63252,6,2,2,0,1,1,1,11.0,5,-1.0,1,1640.0,1.0,50.0,0.0,1,1,0,2,846.0,1
12836,3,2,0,0,0,0,0,9.0,5,-1.0,1,2569.0,1.0,38.0,0.0,0,1,0,2,172.0,0
31754,1,1,2,0,1,0,1,13.0,4,-1.0,1,30.0,3.0,39.0,0.0,0,1,0,1,201.0,0
52904,6,2,1,0,0,0,1,12.0,5,91.0,0,1145.0,1.0,64.0,2.0,0,1,1,2,255.0,1
56977,1,2,2,0,1,0,1,19.0,10,-1.0,1,42.0,1.0,35.0,0.0,0,2,0,3,859.0,1
40286,3,2,1,0,1,0,1,9.0,1,-1.0,1,316.0,4.0,32.0,0.0,0,1,0,0,14.0,0
5243,1,0,2,0,1,0,0,4.0,5,-1.0,1,907.0,2.0,52.0,0.0,0,0,0,2,104.0,0
21405,3,2,1,0,1,0,1,23.0,6,-1.0,1,476.0,6.0,32.0,0.0,0,3,0,2,956.0,1
62290,1,2,2,0,1,0,1,9.0,3,158.0,2,2653.0,1.0,37.0,4.0,0,1,1,1,245.0,1
26159,0,2,3,0,0,0,1,7.0,6,-1.0,1,680.0,5.0,50.0,0.0,0,0,0,2,457.0,0
946,1,2,2,0,0,0,2,17.0,10,-1.0,1,4043.0,3.0,36.0,0.0,0,2,0,3,240.0,0
67836,3,2,1,0,1,0,0,9.0,5,-1.0,1,668.0,1.0,36.0,0.0,0,1,0,2,478.0,0
37334,3,1,1,0,0,1,1,30.0,0,-1.0,1,505.0,3.0,35.0,0.0,0,3,0,0,109.0,0
10969,0,2,1,0,1,1,0,3.0,5,-1.0,1,-292.0,1.0,31.0,0.0,1,0,0,2,186.0,0
2092,3,2,1,0,1,0,1,9.0,1,-1.0,1,52.0,3.0,45.0,0.0,0,1,0,0,122.0,0
72212,0,2,0,0,1,0,,6.0,6,278.0,2,219.0,2.0,50.0,1.0,0,0,1,2,104.0,1
71756,11,1,1,0,1,0,1,11.0,7,,1,9.0,3.0,31.0,0.0,0,1,1,2,,1
17840,2,1,2,0,0,0,0,6.0,5,-1.0,1,2313.0,1.0,48.0,0.0,0,0,0,2,130.0,0
61436,1,2,1,0,1,0,1,29.0,7,-1.0,1,398.0,1.0,35.0,0.0,0,3,0,2,547.0,1
13275,3,2,1,0,1,0,0,30.0,4,-1.0,1,438.0,3.0,41.0,0.0,0,3,0,1,129.0,0
22931,10,2,1,0,0,0,1,29.0,6,-1.0,1,510.0,2.0,41.0,0.0,0,3,0,2,61.0,0
68421,1,2,1,0,1,0,1,18.0,1,220.0,2,483.0,4.0,37.0,4.0,0,2,1,0,88.0,1
36887,0,2,1,0,0,0,1,6.0,7,-1.0,1,1526.0,2.0,48.0,0.0,0,0,0,2,273.0,0
67194,6,1,1,0,1,0,1,17.0,4,-1.0,1,347.0,1.0,22.0,0.0,0,2,0,1,342.0,1
73878,5,2,1,0,0,0,0,12.0,5,-1.0,,0.0,2.0,35.0,0.0,0,1,0,2,88.0,0
35850,5,2,0,0,0,1,1,28.0,6,-1.0,1,-92.0,5.0,44.0,0.0,0,3,0,2,526.0,0
16822,6,0,1,0,0,0,1,12.0,10,-1.0,1,3417.0,1.0,70.5,0.0,0,1,0,3,134.0,1
58619,11,2,1,0,0,0,1,3.0,7,114.0,0,204.0,1.0,37.0,1.0,0,0,1,2,704.0,1
15556,0,2,1,0,1,0,1,5.0,1,-1.0,1,616.0,1.0,27.0,0.0,0,0,0,0,263.0,0
64653,11,1,1,0,0,0,1,21.0,5,-1.0,1,1790.0,2.0,25.0,0.0,0,2,0,2,352.0,1
40649,1,2,2,0,1,0,1,9.0,6,-1.0,1,0.0,1.0,53.0,0.0,0,1,0,2,296.0,0
